source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[sampling site]	characteristics[individual]	characteristics[compound]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]	factor value[compound]	factor value[sampling time]	factor value[enrichment process]
LS1034-TR-15min-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	trametinib	15 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_LS_TR_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_LS_TR_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	trametinib	15 minute	enrichment of phosphorylated protein
LS1034-TR-1h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	trametinib	1 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_LS_TR_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_LS_TR_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	trametinib	1 hour	enrichment of phosphorylated protein
LS1034-TR-24h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	trametinib	24 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_LS_TR_24h_rep	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_LS_TR_24h_rep.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	trametinib	24 hour	enrichment of phosphorylated protein
LS1034-TR-5min-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	trametinib	5 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_LS_TR_5min_rep	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_LS_TR_5min_rep.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	trametinib	5 minute	enrichment of phosphorylated protein
LS1034-TR-6h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	trametinib	6 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_LS_TR_6h_rep	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_LS_TR_6h_rep.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	trametinib	6 hour	enrichment of phosphorylated protein
LS1034-WI-15min-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	WIKI4	15 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_LS_WI_15min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_LS_WI_15min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	WIKI4	15 minute	enrichment of phosphorylated protein
LS1034-WI-1h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	WIKI4	1 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_LS_WI_1h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_LS_WI_1h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	WIKI4	1 hour	enrichment of phosphorylated protein
LS1034-WI-24h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	WIKI4	24 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_LS_WI_24h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_LS_WI_24h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	WIKI4	24 hour	enrichment of phosphorylated protein
LS1034-WI-5min-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	WIKI4	5 minute	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_LS_WI_5min	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_LS_WI_5min.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	WIKI4	5 minute	enrichment of phosphorylated protein
LS1034-WI-6h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	WIKI4	6 hour	enrichment of phosphorylated protein	cell	1	run 20190419_George_phos_LS_WI_6h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20190419_George_phos_LS_WI_6h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	WIKI4	6 hour	enrichment of phosphorylated protein
LS1034-AL-48h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	alpelisib	48 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_AL_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_AL_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	alpelisib	48 hour	enrichment of phosphorylated protein
LS1034-AL-96h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	alpelisib	96 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_AL_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_AL_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	alpelisib	96 hour	enrichment of phosphorylated protein
LS1034-C-48h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	dimethyl sulfoxide	48 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_C_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_C_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	dimethyl sulfoxide	48 hour	enrichment of phosphorylated protein
LS1034-C-96h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	dimethyl sulfoxide	96 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_C_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_C_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	dimethyl sulfoxide	96 hour	enrichment of phosphorylated protein
LS1034-IM-48h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	imatinib	48 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_IM_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_IM_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	imatinib	48 hour	enrichment of phosphorylated protein
LS1034-IM-96h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	imatinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_IM_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_IM_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	imatinib	96 hour	enrichment of phosphorylated protein
LS1034-LI-48h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	linsitinib	48 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_LI_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_LI_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	linsitinib	48 hour	enrichment of phosphorylated protein
LS1034-LI-96h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	linsitinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_LI_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_LI_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	linsitinib	96 hour	enrichment of phosphorylated protein
LS1034-OS-48h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	osimertinib	48 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_OS_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_OS_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	osimertinib	48 hour	enrichment of phosphorylated protein
LS1034-OS-96h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	osimertinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_OS_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_OS_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	osimertinib	96 hour	enrichment of phosphorylated protein
LS1034-RA-48h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	ralimetinib	48 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_RA_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_RA_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	ralimetinib	48 hour	enrichment of phosphorylated protein
LS1034-RA-96h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	ralimetinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_RA_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_RA_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	ralimetinib	96 hour	enrichment of phosphorylated protein
LS1034-TR-48h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	trametinib	48 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_TR_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_TR_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	trametinib	48 hour	enrichment of phosphorylated protein
LS1034-TR-96h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	trametinib	96 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_TR_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_TR_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	trametinib	96 hour	enrichment of phosphorylated protein
LS1034-WI-48h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	WIKI4	48 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_WI_48h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_WI_48h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	WIKI4	48 hour	enrichment of phosphorylated protein
LS1034-WI-96h-r1-phos	Homo sapiens	caecum	not available	LS1034	CVCL_1382	LS1034	cecum adenocarcinoma	adult	54Y	male	European ancestry	caecum	not applicable	WIKI4	96 hour	enrichment of phosphorylated protein	cell	1	run 20200130_George_LS1034_WI_96h	proteomic profiling by mass spectrometry	Data-independent acquisition	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	not available	350	1650	1	1	20200130_George_LS1034_WI_96h.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	LS1034	WIKI4	96 hour	enrichment of phosphorylated protein
