accession	verdict	suggested_organism_part	suggested_cell_type	reason	organism_group	repo_source	fetch_status	repo_organism_parts	repo_organisms	text_tissue_hints	sdrf_organism_part	sdrf_organism	sdrf_cell_type	title	pubmed	repo_url
PXD031706	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Staphylococcus aureus		not available	Staphylococcus aureus		Antibacterial Activities and Action Mode of Anti-hyperlipidemic Lomitapide Against Staphylococcus aureus_1		https://www.ebi.ac.uk/pride/archive/projects/PXD031706
PXD031708	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Staphylococcus aureus		not available	Staphylococcus aureus		Competitive Profiling of Ligandable Cysteines in Staphylococcus aureus with an Organogold Compound		https://www.ebi.ac.uk/pride/archive/projects/PXD031708
PXD031713	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Cryo-EM structures of Gid12-bound GID E3 reveal steric blockade as a mechanism inhibiting substrate ubiquitylation		https://www.ebi.ac.uk/pride/archive/projects/PXD031713
PXD031786	recoverable_organism_part	Tooth		structured organism part in repository metadata	host_plus_microbe	PRIDE	ok	Tooth|BTO:0000397; tooth|BTO:0000397	Eukaryota (eucaryotes); Bacteria; Homo sapiens (human); Archaea; Viruses	teeth	not applicable	Homo sapiens	not applicable	Paleoproteomics of ancient human teeth	36924840	https://www.ebi.ac.uk/pride/archive/projects/PXD031786
PXD031793	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Mus musculus (mouse)		not available	Mus musculus		Haptenation of Macrophage Migration Inhibitory Factor-Dataset 2		https://www.ebi.ac.uk/pride/archive/projects/PXD031793
PXD031867	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Streptococcus thermophilus		not available	Streptococcus thermophilus		In Streptococcus thermophilus, ammonia from urea hydrolysis paradoxically boosts acidification and reveals a new regulatory mechanism of glycolysis		https://www.ebi.ac.uk/pride/archive/projects/PXD031867
PXD031887	map_to_cell_type		Permanent cell line cell	repository organism part is a cell type (CL/BTO cell)	microbe_or_unicellular	PRIDE	ok	Permanent cell line cell|CL:0000002; permanent cell line cell|CL:0000002	Trypanosoma brucei		not available	Trypanosoma brucei	not available	Whole cell proteomics analysis of Trypanosoma brucei 75kDa invariant surface glycoprotein knockout cells	36789350	https://www.ebi.ac.uk/pride/archive/projects/PXD031887
PXD031941	possible_from_text	blood serum		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Homo sapiens (human)	serum	not available	Homo sapiens		Template-based assembly of proteomic short reads for de novo antibody sequencing and repertoire profiling		https://www.ebi.ac.uk/pride/archive/projects/PXD031941
PXD031975	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Schizosaccharomyces pombe 972h-		not available	Schizosaccharomyces pombe		Proteomics profiling of mitotic arrest by transcriptional silencing of the Cdc20 homolog slp1 in fission yeast	35923846	https://www.ebi.ac.uk/pride/archive/projects/PXD031975
PXD031976	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli; Synechocystis sp.		not available	Escherichia coli		Quantitative chemoproteomic identification of lysine carboxylation in proteins	35710617	https://www.ebi.ac.uk/pride/archive/projects/PXD031976
PXD031991	possible_from_text	roots		no structured organism part; title/description/keywords mention tissue	host_plus_microbe	PRIDE	ok		Acanthamoeba castellanii; Sycon ciliatum; Phytophthora infestans; Thecamonas trahens; Chlamydomonas reinhardtii; Physcomitrella; Dictyostelium discoideum (slime mold); Nitrososphaera viennensis; Bigelowiella natans; Methanobrevibacter cuticularis; Gefionella okellyi; Corallochytrium limacisporum; Guillardia theta; Naegleria gruberi; Capsaspora owczarzaki; Emiliania huxleyi; Spizellomyces punctatus; Homo sapiens (human); Methanospirillum stamsii; Thalassiosira pseudonana; Fabomonas tropica	roots	not available	Acanthamoeba castellanii		A phylogenetic and proteomic reconstruction of eukaryotic chromatin evolution	35680998	https://www.ebi.ac.uk/pride/archive/projects/PXD031991
PXD032013	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Ruminococcus bromii l2-63; Bacteria		not applicable	Ruminococcus bromii l2-63	not applicable	Sas20 is a highly flexible starch-binding protein in the Ruminococcus bromii cell-surface amylosome	35378131	https://www.ebi.ac.uk/pride/archive/projects/PXD032013
PXD032016	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		An Amphipathic Helix in Brl1 is Required for Nuclear Pore Complex Biogenesis in S. cerevisiae – targeted analysis of cell lysate (PRM)		https://www.ebi.ac.uk/pride/archive/projects/PXD032016
PXD032017	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		An Amphipathic Helix in Brl1 is Required for Nuclear Pore Complex Biogenesis in S. cerevisiae - KARMA analysis of Brl1 (DIA) 	36000978	https://www.ebi.ac.uk/pride/archive/projects/PXD032017
PXD032063	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Detecting mistranslation from a serine tRNA with proline anticodon expressed in yeast	35587152	https://www.ebi.ac.uk/pride/archive/projects/PXD032063
PXD032098	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not applicable	Saccharomyces cerevisiae	fungal cell	Structure of the AAA-ATPase Drg1 during extraction of Rlp24 from pre-60S particles	36097293	https://www.ebi.ac.uk/pride/archive/projects/PXD032098
PXD032132	review_mixed	brain	Cell culture	repository mixes anatomy with cell type/culture; do not copy blindly	multicellular	PRIDE	ok	Cell culture|BTO:0000214; Brain|BTO:0000142; cell culture|BTO:0000214; brain|BTO:0000142	Homo sapiens (human); Mus musculus (mouse)		not applicable	Homo sapiens	not applicable	Cross-link assisted spatial proteomics to map sub-organelle proteomes and membrane protein topology		https://www.ebi.ac.uk/pride/archive/projects/PXD032132
PXD032155	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		GBA1 interactome for understanding pathological mechanisms	37024507	https://www.ebi.ac.uk/pride/archive/projects/PXD032155
PXD032168	possible_from_text	breast; lung		no structured organism part; title/description/keywords mention tissue	multicellular	PRIDE	ok		Homo sapiens (human)	breast; lung	not available	Homo sapiens		The pseudokinase NRBP1 activates Rac/Cdc42 via P-Rex1 to drive oncogenic signalling in triple negative breast cancer		https://www.ebi.ac.uk/pride/archive/projects/PXD032168
PXD032221	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Targeted analysis of PTPN14, YAP1, LATS1 and GFP SH-tagged pulldown		https://www.ebi.ac.uk/pride/archive/projects/PXD032221
PXD032278	stay_not_available			repository has no organism part and no tissue wording in title/description	other	PRIDE	ok		Ianthella basta		not available	Ianthella basta	not applicable	Complete metabolic reconstruction of the microbiome of the model sponge Ianthella basta	36480164	https://www.ebi.ac.uk/pride/archive/projects/PXD032278
PXD032280	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Bacteria; Bos taurus (bovine)		not applicable	Bos taurus	not applicable	Metaproteomics analysis of the Caprino Nicastrese cheese	36430609	https://www.ebi.ac.uk/pride/archive/projects/PXD032280
PXD032294	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		not available	Saccharomyces cerevisiae		Profiling yeast ubiquitylome with OtUBD pulldowns		https://www.ebi.ac.uk/pride/archive/projects/PXD032294
PXD032315	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	Development of a Method Combining Peptidiscs and Proteomics to Identify, Stabilize and Purify a Detergent-Sensitive Membrane Protein Assembly	35616533	https://www.ebi.ac.uk/pride/archive/projects/PXD032315
PXD032337	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Proximity labelling of FLAG-TurboID-tagged UPF3B wild type and interaction-deficient mutant proteins followed by proteomics analysis		https://www.ebi.ac.uk/pride/archive/projects/PXD032337
PXD032362	possible_from_text	blood plasma		no structured organism part; title/description/keywords mention tissue	host_plus_microbe	PRIDE	ok		Toxoplasma gondii rh; Homo sapiens (human)	plasma	not available	Toxoplasma gondii rh		MS-based proteomic characterization of Toxoplasma gondii BCC7 interactome	35682673	https://www.ebi.ac.uk/pride/archive/projects/PXD032362
PXD032375	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Xanthomonas campestris pv. vesicatoria str. 85-10; Arabidopsis thaliana (mouse-ear cress)		not available	Xanthomonas campestris		Identification of ubquitination sites in SH3P2	35620914	https://www.ebi.ac.uk/pride/archive/projects/PXD032375
PXD032376	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		pChem_benchmarking_dataset_initial_test_negative_data		https://www.ebi.ac.uk/pride/archive/projects/PXD032376
PXD032392	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		pChem_benchmarking_dataset_initial_test_negative_data_20220318		https://www.ebi.ac.uk/pride/archive/projects/PXD032392
PXD032398	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli		not available	Escherichia coli	not available	For origin melting Rep nucleoprotein complex accommodates both dsDNA and ssDNA of DUE	37713613	https://www.ebi.ac.uk/pride/archive/projects/PXD032398
PXD032675	stay_not_available			repository has no organism part and no tissue wording in title/description	multicellular	PRIDE	ok		Homo sapiens (human)		not available	Homo sapiens		Profiling HeLa cell ubiquitylome with OtUBD and FK2		https://www.ebi.ac.uk/pride/archive/projects/PXD032675
PXD032706	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	ProteomeCentral	ok_px_fallback		{'terms': [{'value': 'Homo sapiens', 'name': 'taxonomy: scientific name', 'accession': 'MS:1001469'}, {'value': 'human', 'name': 'taxonomy: common name', 'accession': 'MS:1001468'}, {'value': '9606', 'name': 'taxonomy: NCBI TaxID', 'accession': 'MS:1001467'}]}		not applicable	human gut metagenome		Modern Metaproteomics: A Unique Tool to Characterize the Active Microbiome in Health and Diseases, and Pave the Road towards New Biomarkers. Example of Crohn&apos;s Disease and Ulcerative Colitis Flare-ups		https://www.ebi.ac.uk/pride/archive/projects/PXD032706
PXD032725	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Escherichia coli	plasma	not available	Escherichia coli		System-wide analyses reveal essential roles of N-terminal protein modification in bacterial physiology		https://www.ebi.ac.uk/pride/archive/projects/PXD032725
PXD032821	stay_not_available			repository has no organism part and no tissue wording in title/description	host_plus_microbe	PRIDE	ok		Drosophila melanogaster (fruit fly); Escherichia coli; Mus musculus (mouse)		not available	Drosophila melanogaster	not available	Improved peptide backbone fragmentation is the primary advantage of MS-cleavable crosslinkers	35613060	https://www.ebi.ac.uk/pride/archive/projects/PXD032821
PXD032862	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Saccharomyces cerevisiae (baker's yeast)		Not available	Saccharomyces cerevisiae		Identification of interactions of Taf2 and Taf14 proteins.	35970389	https://www.ebi.ac.uk/pride/archive/projects/PXD032862
PXD032928	stay_not_applicable_microbe			no repository organism part; unicellular/microbe/metagenome	microbe_or_unicellular	PRIDE	ok		Candida glabrata (yeast) (torulopsis glabrata)		not available	Nakaseomyces glabratus		Characterization of pathogenic Candida glabrata and their effectiveness against systemic candidiasis in BALB/c mice	36297425	https://www.ebi.ac.uk/pride/archive/projects/PXD032928
