source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[age]	characteristics[clearing method]	characteristics[genotype]	characteristics[protein extraction method]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	factor value[clearing method]	factor value[disease]	factor value[protein extraction method]
mouse brain vDISCO 3	Mus musculus	brain	3	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_VD03_03_H6_1_140	proteomic profiling by mass spectrometry	3	20190509_TIMS2_AnBr_SA_200ng_TM_VD03_03_H6_1_140.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction01_A1_1_143	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction01_A1_1_143.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction02_B1_1_144	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction02_B1_1_144.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	2	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction03_C1_1_145	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction03_C1_1_145.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	3	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction04_D1_1_146	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction04_D1_1_146.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	4	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction05_E1_1_147	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction05_E1_1_147.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	5	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction06_F1_1_148	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction06_F1_1_148.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	6	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction07_G1_1_149	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction07_G1_1_149.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	7	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction08_H1_1_150	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction08_H1_1_150.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	8	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction09_A2_1_151	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction09_A2_1_151.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	9	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction10_B2_1_152	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction10_B2_1_152.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	10	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction11_C2_1_153	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction11_C2_1_153.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	11	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction12_D2_1_154	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction12_D2_1_154.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	12	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction13_E2_1_155	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction13_E2_1_155.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	13	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction14_F2_1_156	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction14_F2_1_156.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	14	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction15_G2_1_157	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction15_G2_1_157.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	15	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 1	Mus musculus	brain	4	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction16_H2_1_158	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh01_Fraction16_H2_1_158.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	16	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 2	Mus musculus	brain	5	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh02_Fraction01_A3_1_159	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh02_Fraction01_A3_1_159.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 2	Mus musculus	brain	5	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh02_Fraction02_B3_1_160	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh02_Fraction02_B3_1_160.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	2	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
mouse brain fresh deep proteome 2	Mus musculus	brain	5	not pooled	normal	tissue	not available	C57BL/6J	not available	not available	none (fresh-frozen, uncleared)	not available	SDS-SDC	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh02_Fraction03_C3_1_161	proteomic profiling by mass spectrometry	1	20190509_TIMS2_AnBr_SA_200ng_TM_Fresh02_Fraction03_C3_1_161.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	3	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	none (fresh-frozen, uncleared)	normal	SDS-SDC
